CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep,block
5332,LANGEBIO, ,AL/JL,HI79,UNISEM21A_5,x sib,HI79-005,x sib,14K,89,4,2,36
5333,LANGEBIO, ,AL/JL,HI79,UNISEM21A_210,x sib,HI79-206,x sib,14K,89,3,2,36
5334,LANGEBIO, ,AL/JL,HI79,UNISEM21A_347,x sib,HI79-339,x sib,14K,89,2,2,36
5335,LANGEBIO, ,AL/JL,HI93,UNISEM21A_873,x sib,HI93-232,x sib,14K,89,1,2,36
5336,LANGEBIO, ,AL/JL,HI93,UNISEM21A_846,x sib,HI93-205,x sib,14K,90,1,2,37
5337,LANGEBIO, ,AL/JL,HI73,UNISEM21A_588,x sib,HI73-196,x sib,14K,90,2,2,37
5338,LANGEBIO, ,AL/JL,HI79,UNISEM21A_321,x sib,HI79-313,x sib,14K,90,3,2,37
5339,LANGEBIO, ,AL/JL,HI79,UNISEM21A_184,x sib,HI79-180,x sib,14K,90,4,2,37
5340,LANGEBIO, ,AL/JL,HI79,UNISEM21A_44,x sib,HI79-041,x sib,14K,90,5,2,37
5341,LANGEBIO, ,AL/JL,HI73,UNISEM21A_436,x sib,HI73-054,x sib,14K,90,6,2,37
5342,LANGEBIO, ,AL/JL,HI73,UNISEM21A_450,x sib,HI73-068,x sib,14K,90,7,2,37
5343,LANGEBIO, ,AL/JL,HI79,UNISEM21A_16,x sib,HI79-014,x sib,14K,90,8,2,37
5344,LANGEBIO, ,AL/JL,HI93,UNISEM21A_876,x sib,HI93-235,x sib,14K,90,9,2,37
5345,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,90,10,2,37
5346,LANGEBIO, ,AL/JL,HI79,UNISEM21A_365,x sib,HI79-356,x sib,14K,90,11,2,37
5347,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1008,x sib,HI93-009,x sib,14K,90,12,2,37
5348,LANGEBIO, ,AL/JL,HI73,UNISEM21A_594,x sib,HI73-202,x sib,14K,90,13,2,37
5349,LANGEBIO, ,AL/JL,HI79,UNISEM21A_87,x sib,HI79-084,x sib,14K,90,14,2,37
5350,LANGEBIO, ,AL/JL,HI93,UNISEM21A_972,x sib,HI93-327,x sib,14K,90,15,2,37
5351,LANGEBIO, ,AL/JL,HI73,UNISEM21A_620,x sib,HI73-223,x sib,14K,91,15,2,38
5352,LANGEBIO, ,AL/JL,HI79,UNISEM21A_10,x sib,HI79-010,x sib,14K,91,14,2,38
5353,LANGEBIO, ,AL/JL,HI79,UNISEM21A_254,x sib,HI79-246,x sib,14K,91,13,2,38
5354,LANGEBIO, ,AL/JL,HI93,UNISEM21A_871,x sib,HI93-230,x sib,14K,91,12,2,38
5355,LANGEBIO, ,AL/JL,HI79,UNISEM21A_310,x sib,HI79-302,x sib,14K,91,11,2,38
5356,LANGEBIO, ,AL/JL,HI79,UNISEM21A_71,x sib,HI79-068,x sib,14K,91,10,2,38
5357,LANGEBIO, ,AL/JL,HI93,UNISEM21A_983,x sib,HI93-338,x sib,14K,91,9,2,38
5358,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,91,8,2,38
5359,LANGEBIO, ,AL/JL,HI79,UNISEM21A_237,x sib,HI79-230,x sib,14K,91,7,2,38
5360,LANGEBIO, ,AL/JL,HI79,UNISEM21A_305,x sib,HI79-297,x sib,14K,91,6,2,38
5361,LANGEBIO, ,AL/JL,HI93,UNISEM21A_799,x sib,HI93-159,x sib,14K,91,5,2,38
5362,LANGEBIO, ,AL/JL,HI73,UNISEM21A_610,x sib,HI73-215,x sib,14K,91,4,2,38
5363,LANGEBIO, ,AL/JL,HI93,UNISEM21A_962,x sib,HI93-318,x sib,14K,91,3,2,38
5364,LANGEBIO, ,AL/JL,HI73,UNISEM21A_567,x sib,HI73-178,x sib,14K,91,2,2,38
5365,LANGEBIO, ,AL/JL,HI73,UNISEM21A_531,x sib,HI73-145,x sib,14K,91,1,2,38
5366,LANGEBIO, ,AL/JL,HI79,UNISEM21A_188,x sib,HI79-184,x sib,14K,92,1,2,39
5367,LANGEBIO, ,AL/JL,HI93,UNISEM21A_760,x sib,HI93-122,x sib,14K,92,2,2,39
5368,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,92,3,2,39
5369,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1039,x sib,HI93-039,x sib,14K,92,4,2,39
5370,LANGEBIO, ,AL/JL,HI73,UNISEM21A_412,x sib,HI73-030,x sib,14K,92,5,2,39
5371,LANGEBIO, ,AL/JL,HI93,UNISEM21A_713,x sib,HI93-076,x sib,14K,92,6,2,39
5372,LANGEBIO, ,AL/JL,HI73,UNISEM21A_493,x sib,HI73-110,x sib,14K,92,7,2,39
5373,LANGEBIO, ,AL/JL,HI79,UNISEM21A_318,x sib,HI79-310,x sib,14K,92,8,2,39
5374,LANGEBIO, ,AL/JL,HI93,UNISEM21A_863,x sib,HI93-222,x sib,14K,92,9,2,39
5375,LANGEBIO, ,AL/JL,HI73,UNISEM21A_485,x sib,HI73-102,x sib,14K,92,10,2,39
5376,LANGEBIO, ,AL/JL,HI79,UNISEM21A_244,x sib,HI79-237,x sib,14K,92,11,2,39
5377,LANGEBIO, ,AL/JL,HI79,UNISEM21A_149,x sib,HI79-145,x sib,14K,92,12,2,39
5378,LANGEBIO, ,AL/JL,HI79,UNISEM21A_167,x sib,HI79-163,x sib,14K,92,13,2,39
5379,LANGEBIO, ,AL/JL,HI73,UNISEM21A_517,x sib,HI73-132,x sib,14K,92,14,2,39
5380,LANGEBIO, ,AL/JL,HI79,UNISEM21A_251,x sib,HI79-243,x sib,14K,92,15,2,39
5381,LANGEBIO, ,AL/JL,HI79,UNISEM21A_95,x sib,HI79-092,x sib,14K,93,15,2,40
5382,LANGEBIO, ,AL/JL,HI73,UNISEM21A_472,x sib,HI73-090,x sib,14K,93,14,2,40
5383,LANGEBIO, ,AL/JL,HI79,UNISEM21A_143,x sib,HI79-139,x sib,14K,93,13,2,40
5384,LANGEBIO, ,AL/JL,HI79,UNISEM21A_271,x sib,HI79-263,x sib,14K,93,12,2,40
5385,LANGEBIO, ,AL/JL,HI93,UNISEM21A_834,x sib,HI93-193,x sib,14K,93,11,2,40
5386,LANGEBIO, ,AL/JL,HI73,UNISEM21A_561,x sib,HI73-174,x sib,14K,93,10,2,40
5387,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,93,9,2,40
5388,LANGEBIO, ,AL/JL,HI79,UNISEM21A_295,x sib,HI79-287,x sib,14K,93,8,2,40
5389,LANGEBIO, ,AL/JL,HI79,UNISEM21A_326,x sib,HI79-318,x sib,14K,93,7,2,40
5390,LANGEBIO, ,AL/JL,HI79,UNISEM21A_136,x sib,HI79-133,x sib,14K,93,6,2,40
5391,LANGEBIO, ,AL/JL,HI93,UNISEM21A_902,x sib,HI93-258,x sib,14K,93,5,2,40
5392,LANGEBIO, ,AL/JL,HI93,UNISEM21A_946,x sib,HI93-302,x sib,14K,93,4,2,40
5393,LANGEBIO, ,AL/JL,HI73,UNISEM21A_455,x sib,HI73-073,x sib,14K,93,3,2,40
5394,LANGEBIO, ,AL/JL,HI93,UNISEM21A_908,x sib,HI93-264,x sib,14K,93,2,2,40
5395,LANGEBIO, ,AL/JL,HI73,UNISEM21A_555,x sib,HI73-168,x sib,14K,93,1,2,40
5396,LANGEBIO, ,AL/JL,HI93,UNISEM21A_707,x sib,HI93-070,x sib,14K,94,1,2,41
5397,LANGEBIO, ,AL/JL,HI79,UNISEM21A_108,x sib,HI79-105,x sib,14K,94,2,2,41
5398,LANGEBIO, ,AL/JL,HI79,UNISEM21A_40,x sib,HI79-037,x sib,14K,94,3,2,41
5399,LANGEBIO, ,AL/JL,HI79,UNISEM21A_213,x sib,HI79-209,x sib,14K,94,4,2,41
5400,LANGEBIO, ,AL/JL,HI79,UNISEM21A_137,x sib,HI79-134,x sib,14K,94,5,2,41
5401,LANGEBIO, ,AL/JL,HI93,UNISEM21A_884,x sib,HI93-242,x sib,14K,94,6,2,41
5402,LANGEBIO, ,AL/JL,HI73,UNISEM21A_534,x sib,HI73-148,x sib,14K,94,7,2,41
5403,LANGEBIO, ,AL/JL,HI73,UNISEM21A_443,x sib,HI73-061,x sib,14K,94,8,2,41
5404,LANGEBIO, ,AL/JL,HI93,UNISEM21A_947,x sib,HI93-303,x sib,14K,94,9,2,41
5405,LANGEBIO, ,AL/JL,HI73,UNISEM21A_407,x sib,HI73-025,x sib,14K,94,10,2,41
5406,LANGEBIO, ,AL/JL,HI79,UNISEM21A_283,x sib,HI79-275,x sib,14K,94,11,2,41
5407,LANGEBIO, ,AL/JL,HI79,UNISEM21A_332,x sib,HI79-324,x sib,14K,94,12,2,41
5408,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,94,13,2,41
5409,LANGEBIO, ,AL/JL,HI73,UNISEM21A_668,x sib,HI73-270,x sib,14K,94,14,2,41
5410,LANGEBIO, ,AL/JL,HI93,UNISEM21A_918,x sib,HI93-274,x sib,14K,94,15,2,41
5411,LANGEBIO, ,AL/JL,HI73,UNISEM21A_452,x sib,HI73-070,x sib,14K,95,15,2,42
5412,LANGEBIO, ,AL/JL,HI73,UNISEM21A_416,x sib,HI73-034,x sib,14K,95,14,2,42
5413,LANGEBIO, ,AL/JL,HI73,UNISEM21A_661,x sib,HI73-264,x sib,14K,95,13,2,42
5414,LANGEBIO, ,AL/JL,HI93,UNISEM21A_789,x sib,HI93-151,x sib,14K,95,12,2,42
5415,LANGEBIO, ,AL/JL,HI93,UNISEM21A_709,x sib,HI93-072,x sib,14K,95,11,2,42
5416,LANGEBIO, ,AL/JL,HI73,UNISEM21A_598,x sib,HI73-205,x sib,14K,95,10,2,42
5417,LANGEBIO, ,AL/JL,HI79,UNISEM21A_21,x sib,HI79-019,x sib,14K,95,9,2,42
5418,LANGEBIO, ,AL/JL,HI79,UNISEM21A_26,x sib,HI79-023,x sib,14K,95,8,2,42
5419,LANGEBIO, ,AL/JL,HI79,UNISEM21A_243,x sib,HI79-236,x sib,14K,95,7,2,42
5420,LANGEBIO, ,AL/JL,HI93,UNISEM21A_697,x sib,HI93-060,x sib,14K,95,6,2,42
5421,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,95,5,2,42
5422,LANGEBIO, ,AL/JL,HI93,UNISEM21A_765,x sib,HI93-127,x sib,14K,95,4,2,42
5423,LANGEBIO, ,AL/JL,HI79,UNISEM21A_33,x sib,HI79-030,x sib,14K,95,3,2,42
5424,LANGEBIO, ,AL/JL,HI79,UNISEM21A_67,x sib,HI79-064,x sib,14K,95,2,2,42
5425,LANGEBIO, ,AL/JL,HI79,UNISEM21A_214,x sib,HI79-210,x sib,14K,95,1,2,42
5426,LANGEBIO, ,AL/JL,HI93,UNISEM21A_998,x sib,HI93-351,x sib,14K,96,1,2,43
5427,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1025,x sib,HI93-025,x sib,14K,96,2,2,43
5428,LANGEBIO, ,AL/JL,HI73,UNISEM21A_451,x sib,HI73-069,x sib,14K,96,3,2,43
5429,LANGEBIO, ,AL/JL,HI79,UNISEM21A_96,x sib,HI79-093,x sib,14K,96,4,2,43
5430,LANGEBIO, ,AL/JL,HI73,UNISEM21A_433,x sib,HI73-051,x sib,14K,96,5,2,43
5431,LANGEBIO, ,AL/JL,HI73,UNISEM21A_584,x sib,HI73-192,x sib,14K,96,6,2,43
5432,LANGEBIO, ,AL/JL,HI79,UNISEM21A_151,x sib,HI79-147,x sib,14K,96,7,2,43
5433,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,96,8,2,43
5434,LANGEBIO, ,AL/JL,HI79,UNISEM21A_142,x sib,HI79-138,x sib,14K,96,9,2,43
5435,LANGEBIO, ,AL/JL,HI93,UNISEM21A_860,x sib,HI93-219,x sib,14K,96,10,2,43
5436,LANGEBIO, ,AL/JL,HI79,UNISEM21A_165,x sib,HI79-161,x sib,14K,96,11,2,43
5437,LANGEBIO, ,AL/JL,HI79,UNISEM21A_334,x sib,HI79-326,x sib,14K,96,12,2,43
5438,LANGEBIO, ,AL/JL,HI73,UNISEM21A_480,x sib,HI73-097,x sib,14K,96,13,2,43
5439,LANGEBIO, ,AL/JL,HI79,UNISEM21A_176,x sib,HI79-172,x sib,14K,96,14,2,43
5440,LANGEBIO, ,AL/JL,HI93,UNISEM21A_922,x sib,HI93-278,x sib,14K,96,15,2,43
5441,LANGEBIO, ,AL/JL,HI93,UNISEM21A_978,x sib,HI93-333,x sib,14K,97,15,2,44
5442,LANGEBIO, ,AL/JL,HI79,UNISEM21A_262,x sib,HI79-254,x sib,14K,97,14,2,44
5443,LANGEBIO, ,AL/JL,HI79,UNISEM21A_157,x sib,HI79-153,x sib,14K,97,13,2,44
5444,LANGEBIO, ,AL/JL,HI73,UNISEM21A_399,x sib,HI73-017,x sib,14K,97,12,2,44
5445,LANGEBIO, ,AL/JL,HI93,UNISEM21A_700,x sib,HI93-063,x sib,14K,97,11,2,44
5446,LANGEBIO, ,AL/JL,HI73,UNISEM21A_521,x sib,HI73-136,x sib,14K,97,10,2,44
5447,LANGEBIO, ,AL/JL,HI73,UNISEM21A_527,x sib,HI73-141,x sib,14K,97,9,2,44
5448,LANGEBIO, ,AL/JL,HI93,UNISEM21A_903,x sib,HI93-259,x sib,14K,97,8,2,44
5449,LANGEBIO, ,AL/JL,HI79,UNISEM21A_75,x sib,HI79-072,x sib,14K,97,7,2,44
5450,LANGEBIO, ,AL/JL,HI79,UNISEM21A_302,x sib,HI79-294,x sib,14K,97,6,2,44
5451,LANGEBIO, ,AL/JL,HI73,UNISEM21A_470,x sib,HI73-088,x sib,14K,97,5,2,44
5452,LANGEBIO, ,AL/JL,HI79,UNISEM21A_39,x sib,HI79-036,x sib,14K,97,4,2,44
5453,LANGEBIO, ,AL/JL,HI79,UNISEM21A_24,x sib,HI79-021,x sib,14K,97,3,2,44
5454,LANGEBIO, ,AL/JL,HI93,UNISEM21A_786,x sib,HI93-148,x sib,14K,97,2,2,44
5455,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,97,1,2,44
5456,LANGEBIO, ,AL/JL,HI73,UNISEM21A_426,x sib,HI73-044,x sib,14K,98,1,2,45
5457,LANGEBIO, ,AL/JL,HI79,UNISEM21A_57,x sib,HI79-054,x sib,14K,98,2,2,45
5458,LANGEBIO, ,AL/JL,HI73,UNISEM21A_430,x sib,HI73-048,x sib,14K,98,3,2,45
5459,LANGEBIO, ,AL/JL,HI79,UNISEM21A_179,x sib,HI79-175,x sib,14K,98,4,2,45
5460,LANGEBIO, ,AL/JL,HI93,UNISEM21A_924,x sib,HI93-280,x sib,14K,98,5,2,45
5461,LANGEBIO, ,AL/JL,HI79,UNISEM21A_83,x sib,HI79-080,x sib,14K,98,6,2,45
5462,LANGEBIO, ,AL/JL,HI79,UNISEM21A_377,x sib,HI79-368,x sib,14K,98,7,2,45
5463,LANGEBIO, ,AL/JL,HI93,UNISEM21A_737,x sib,HI93-099,x sib,14K,98,8,2,45
5464,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,98,9,2,45
5465,LANGEBIO, ,AL/JL,HI73,UNISEM21A_483,x sib,HI73-100,x sib,14K,98,10,2,45
5466,LANGEBIO, ,AL/JL,HI93,UNISEM21A_733,x sib,HI93-095,x sib,14K,98,11,2,45
5467,LANGEBIO, ,AL/JL,HI79,UNISEM21A_323,x sib,HI79-315,x sib,14K,98,12,2,45
5468,LANGEBIO, ,AL/JL,HI93,UNISEM21A_831,x sib,HI93-190,x sib,14K,98,13,2,45
5469,LANGEBIO, ,AL/JL,HI79,UNISEM21A_196,x sib,HI79-192,x sib,14K,98,14,2,45
5470,LANGEBIO, ,AL/JL,HI73,UNISEM21A_474,x sib,HI73-092,x sib,14K,98,15,2,45
5471,LANGEBIO, ,AL/JL,HI79,UNISEM21A_155,x sib,HI79-151,x sib,14K,99,15,2,46
5472,LANGEBIO, ,AL/JL,HI79,UNISEM21A_308,x sib,HI79-300,x sib,14K,99,14,2,46
5473,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1005,x sib,HI93-006,x sib,14K,99,13,2,46
5474,LANGEBIO, ,AL/JL,HI79,UNISEM21A_195,x sib,HI79-191,x sib,14K,99,12,2,46
5475,LANGEBIO, ,AL/JL,HI73,UNISEM21A_622,x sib,HI73-225,x sib,14K,99,11,2,46
5476,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,99,10,2,46
5477,LANGEBIO, ,AL/JL,HI73,UNISEM21A_551,x sib,HI73-164,x sib,14K,99,9,2,46
5478,LANGEBIO, ,AL/JL,HI79,UNISEM21A_31,x sib,HI79-028,x sib,14K,99,8,2,46
5479,LANGEBIO, ,AL/JL,HI79,UNISEM21A_124,x sib,HI79-121,x sib,14K,99,7,2,46
5480,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1022,x sib,HI93-022,x sib,14K,99,6,2,46
5481,LANGEBIO, ,AL/JL,HI93,UNISEM21A_969,x sib,HI93-325,x sib,14K,99,5,2,46
5482,LANGEBIO, ,AL/JL,HI79,UNISEM21A_217,x sib,HI79-213,x sib,14K,99,4,2,46
5483,LANGEBIO, ,AL/JL,HI73,UNISEM21A_586,x sib,HI73-194,x sib,14K,99,3,2,46
5484,LANGEBIO, ,AL/JL,HI73,UNISEM21A_669,x sib,HI73-271,x sib,14K,99,2,2,46
5485,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1020,x sib,HI93-020,x sib,14K,99,1,2,46
5486,LANGEBIO, ,AL/JL,HI79,UNISEM21A_204,x sib,HI79-200,x sib,14K,100,1,2,47
5487,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,100,2,2,47
5488,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1029,x sib,HI93-029,x sib,14K,100,3,2,47
5489,LANGEBIO, ,AL/JL,HI73,UNISEM21A_400,x sib,HI73-018,x sib,14K,100,4,2,47
5490,LANGEBIO, ,AL/JL,HI93,UNISEM21A_859,x sib,HI93-218,x sib,14K,100,5,2,47
5491,LANGEBIO, ,AL/JL,HI73,UNISEM21A_419,x sib,HI73-037,x sib,14K,100,6,2,47
5492,LANGEBIO, ,AL/JL,HI73,UNISEM21A_438,x sib,HI73-056,x sib,14K,100,7,2,47
5493,LANGEBIO, ,AL/JL,HI93,UNISEM21A_975,x sib,HI93-330,x sib,14K,100,8,2,47
5494,LANGEBIO, ,AL/JL,HI79,UNISEM21A_355,x sib,HI79-346,x sib,14K,100,9,2,47
5495,LANGEBIO, ,AL/JL,HI79,UNISEM21A_369,x sib,HI79-360,x sib,14K,100,10,2,47
5496,LANGEBIO, ,AL/JL,HI93,UNISEM21A_835,x sib,HI93-194,x sib,14K,100,11,2,47
5497,LANGEBIO, ,AL/JL,HI73,UNISEM21A_458,x sib,HI73-076,x sib,14K,100,12,2,47
5498,LANGEBIO, ,AL/JL,HI79,UNISEM21A_336,x sib,HI79-328,x sib,14K,100,13,2,47
5499,LANGEBIO, ,AL/JL,HI79,UNISEM21A_133,x sib,HI79-130,x sib,14K,100,14,2,47
5500,LANGEBIO, ,AL/JL,HI79,UNISEM21A_119,x sib,HI79-116,x sib,14K,100,15,2,47
5501,LANGEBIO, ,AL/JL,HI79,UNISEM21A_203,x sib,HI79-199,x sib,14K,101,15,2,48
5502,LANGEBIO, ,AL/JL,HI73,UNISEM21A_390,x sib,HI73-008,x sib,14K,101,14,2,48
5503,LANGEBIO, ,AL/JL,HI73,UNISEM21A_395,x sib,HI73-013,x sib,14K,101,13,2,48
5504,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,101,12,2,48
5505,LANGEBIO, ,AL/JL,HI73,UNISEM21A_418,x sib,HI73-036,x sib,14K,101,11,2,48
5506,LANGEBIO, ,AL/JL,HI79,UNISEM21A_113,x sib,HI79-110,x sib,14K,101,10,2,48
5507,LANGEBIO, ,AL/JL,HI79,UNISEM21A_257,x sib,HI79-249,x sib,14K,101,9,2,48
5508,LANGEBIO, ,AL/JL,HI79,UNISEM21A_255,x sib,HI79-247,x sib,14K,101,8,2,48
5509,LANGEBIO, ,AL/JL,HI93,UNISEM21A_988,x sib,HI93-342,x sib,14K,101,7,2,48
5510,LANGEBIO, ,AL/JL,HI93,UNISEM21A_776,x sib,HI93-138,x sib,14K,101,6,2,48
5511,LANGEBIO, ,AL/JL,HI93,UNISEM21A_854,x sib,HI93-213,x sib,14K,101,5,2,48
5512,LANGEBIO, ,AL/JL,HI79,UNISEM21A_366,x sib,HI79-357,x sib,14K,101,4,2,48
5513,LANGEBIO, ,AL/JL,HI73,UNISEM21A_453,x sib,HI73-071,x sib,14K,101,3,2,48
5514,LANGEBIO, ,AL/JL,HI93,UNISEM21A_722,x sib,HI93-084,x sib,14K,101,2,2,48
5515,LANGEBIO, ,AL/JL,HI79,UNISEM21A_107,x sib,HI79-104,x sib,14K,101,1,2,48
5516,LANGEBIO, ,AL/JL,HI79,UNISEM21A_73,x sib,HI79-070,x sib,14K,102,1,2,49
5517,LANGEBIO, ,AL/JL,HI79,UNISEM21A_168,x sib,HI79-164,x sib,14K,102,2,2,49
5518,LANGEBIO, ,AL/JL,HI73,UNISEM21A_428,x sib,HI73-046,x sib,14K,102,3,2,49
5519,LANGEBIO, ,AL/JL,HI73,UNISEM21A_535,x sib,HI73-149,x sib,14K,102,4,2,49
5520,LANGEBIO, ,AL/JL,HI93,UNISEM21A_683,x sib,HI93-046,x sib,14K,102,5,2,49
5521,LANGEBIO, ,AL/JL,HI79,UNISEM21A_123,x sib,HI79-120,x sib,14K,102,6,2,49
5522,LANGEBIO, ,AL/JL,HI79,UNISEM21A_105,x sib,HI79-102,x sib,14K,102,7,2,49
5523,LANGEBIO, ,AL/JL,HI73,UNISEM21A_446,x sib,HI73-064,x sib,14K,102,8,2,49
5524,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,102,9,2,49
5525,LANGEBIO, ,AL/JL,HI73,UNISEM21A_457,x sib,HI73-075,x sib,14K,102,10,2,49
5526,LANGEBIO, ,AL/JL,HI93,UNISEM21A_832,x sib,HI93-191,x sib,14K,102,11,2,49
5527,LANGEBIO, ,AL/JL,HI93,UNISEM21A_766,x sib,HI93-128,x sib,14K,102,12,2,49
5528,LANGEBIO, ,AL/JL,HI79,UNISEM21A_162,x sib,HI79-158,x sib,14K,102,13,2,49
5529,LANGEBIO, ,AL/JL,HI93,UNISEM21A_936,x sib,HI93-292,x sib,14K,102,14,2,49
5530,LANGEBIO, ,AL/JL,HI79,UNISEM21A_303,x sib,HI79-295,x sib,14K,102,15,2,49
5531,LANGEBIO, ,AL/JL,HI73,UNISEM21A_602,x sib,HI73-209,x sib,14K,103,15,2,50
5532,LANGEBIO, ,AL/JL,HI73,UNISEM21A_532,x sib,HI73-146,x sib,14K,103,14,2,50
5533,LANGEBIO, ,AL/JL,HI79,UNISEM21A_98,x sib,HI79-095,x sib,14K,103,13,2,50
5534,LANGEBIO, ,AL/JL,HI79,UNISEM21A_363,x sib,HI79-354,x sib,14K,103,12,2,50
5535,LANGEBIO, ,AL/JL,HI79,UNISEM21A_191,x sib,HI79-187,x sib,14K,103,11,2,50
5536,LANGEBIO, ,AL/JL,HI73,UNISEM21A_516,x sib,HI73-131,x sib,14K,103,10,2,50
5537,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1027,x sib,HI93-027,x sib,14K,103,9,2,50
5538,LANGEBIO, ,AL/JL,HI93,UNISEM21A_727,x sib,HI93-089,x sib,14K,103,8,2,50
5539,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,103,7,2,50
5540,LANGEBIO, ,AL/JL,HI73,UNISEM21A_571,x sib,HI73-181,x sib,14K,103,6,2,50
5541,LANGEBIO, ,AL/JL,HI93,UNISEM21A_912,x sib,HI93-268,x sib,14K,103,5,2,50
5542,LANGEBIO, ,AL/JL,HI79,UNISEM21A_190,x sib,HI79-186,x sib,14K,103,4,2,50
5543,LANGEBIO, ,AL/JL,HI79,UNISEM21A_20,x sib,HI79-018,x sib,14K,103,3,2,50
5544,LANGEBIO, ,AL/JL,HI93,UNISEM21A_905,x sib,HI93-261,x sib,14K,103,2,2,50
5545,LANGEBIO, ,AL/JL,HI79,UNISEM21A_287,x sib,HI79-279,x sib,14K,103,1,2,50
5546,LANGEBIO, ,AL/JL,HI79,UNISEM21A_315,x sib,HI79-307,x sib,14K,104,1,2,51
5547,LANGEBIO, ,AL/JL,HI93,UNISEM21A_979,x sib,HI93-334,x sib,14K,104,2,2,51
5548,LANGEBIO, ,AL/JL,HI93,UNISEM21A_728,x sib,HI93-090,x sib,14K,104,3,2,51
5549,LANGEBIO, ,AL/JL,HI73,UNISEM21A_539,x sib,HI73-152,x sib,14K,104,4,2,51
5550,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,104,5,2,51
5551,LANGEBIO, ,AL/JL,HI79,UNISEM21A_247,x sib,HI79-240,x sib,14K,104,6,2,51
5552,LANGEBIO, ,AL/JL,HI93,UNISEM21A_914,x sib,HI93-270,x sib,14K,104,7,2,51
5553,LANGEBIO, ,AL/JL,HI79,UNISEM21A_22,x sib,HI79-020,x sib,14K,104,8,2,51
5554,LANGEBIO, ,AL/JL,HI79,UNISEM21A_220,x sib,HI79-216,x sib,14K,104,9,2,51
5555,LANGEBIO, ,AL/JL,HI79,UNISEM21A_84,x sib,HI79-081,x sib,14K,104,10,2,51
5556,LANGEBIO, ,AL/JL,HI79,UNISEM21A_199,x sib,HI79-195,x sib,14K,104,11,2,51
5557,LANGEBIO, ,AL/JL,HI73,UNISEM21A_630,x sib,HI73-233,x sib,14K,104,12,2,51
5558,LANGEBIO, ,AL/JL,HI73,UNISEM21A_432,x sib,HI73-050,x sib,14K,104,13,2,51
5559,LANGEBIO, ,AL/JL,HI93,UNISEM21A_787,x sib,HI93-149,x sib,14K,104,14,2,51
5560,LANGEBIO, ,AL/JL,HI73,UNISEM21A_581,x sib,HI73-189,x sib,14K,104,15,2,51
5561,LANGEBIO, ,AL/JL,HI79,UNISEM21A_208,x sib,HI79-204,x sib,14K,105,15,2,52
5562,LANGEBIO, ,AL/JL,HI93,UNISEM21A_743,x sib,HI93-105,x sib,14K,105,14,2,52
5563,LANGEBIO, ,AL/JL,HI73,UNISEM21A_492,x sib,HI73-109,x sib,14K,105,13,2,52
5564,LANGEBIO, ,AL/JL,HI79,UNISEM21A_343,x sib,HI79-335,x sib,14K,105,12,2,52
5565,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,105,11,2,52
5566,LANGEBIO, ,AL/JL,HI93,UNISEM21A_747,x sib,HI93-109,x sib,14K,105,10,2,52
5567,LANGEBIO, ,AL/JL,HI73,UNISEM21A_576,x sib,HI73-186,x sib,14K,105,9,2,52
5568,LANGEBIO, ,AL/JL,HI79,UNISEM21A_372,x sib,HI79-363,x sib,14K,105,8,2,52
5569,LANGEBIO, ,AL/JL,HI79,UNISEM21A_364,x sib,HI79-355,x sib,14K,105,7,2,52
5570,LANGEBIO, ,AL/JL,HI79,UNISEM21A_74,x sib,HI79-071,x sib,14K,105,6,2,52
5571,LANGEBIO, ,AL/JL,HI93,UNISEM21A_691,x sib,HI93-054,x sib,14K,105,5,2,52
5572,LANGEBIO, ,AL/JL,HI93,UNISEM21A_878,x sib,HI93-237,x sib,14K,105,4,2,52
