CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep
1751,LANGEBIO, ,AL/JL,HI73,UNISEM21A_578,x sib,HI73-188,x sib,14K,31,1,1
1752,LANGEBIO, ,AL/JL,HI79,UNISEM21A_66,x sib,HI79-063,x sib,14K,31,2,2
1753,LANGEBIO, ,AL/JL,HI73,UNISEM21A_418,x sib,HI73-036,x sib,14K,31,3,1
1754,LANGEBIO, ,AL/JL,HI93,UNISEM21A_709,x sib,HI93-072,x sib,14K,31,4,2
1755,LANGEBIO, ,AL/JL,HI79,UNISEM21A_154,x sib,HI79-150,x sib,14K,31,5,1
1756,LANGEBIO, ,AL/JL,HI93,UNISEM21A_713,x sib,HI93-076,x sib,14K,31,6,1
1757,LANGEBIO, ,AL/JL,HI79,UNISEM21A_318,x sib,HI79-310,x sib,14K,31,7,2
1758,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,31,8,50
1759,LANGEBIO, ,AL/JL,HI79,UNISEM21A_75,x sib,HI79-072,x sib,14K,31,9,1
1760,LANGEBIO, ,AL/JL,HI73,UNISEM21A_661,x sib,HI73-264,x sib,14K,31,10,2
1761,LANGEBIO, ,AL/JL,HI73,UNISEM21A_507,x sib,HI73-123,x sib,14K,31,11,2
1762,LANGEBIO, ,AL/JL,HI79,UNISEM21A_207,x sib,HI79-203,x sib,14K,31,12,2
1763,LANGEBIO, ,AL/JL,HI93,UNISEM21A_972,x sib,HI93-327,x sib,14K,31,13,2
1764,LANGEBIO, ,AL/JL,HI73,UNISEM21A_650,x sib,HI73-253,x sib,14K,31,14,2
1765,LANGEBIO, ,AL/JL,HI93,UNISEM21A_832,x sib,HI93-191,x sib,14K,31,15,1
1766,LANGEBIO, ,AL/JL,HI93,UNISEM21A_929,x sib,HI93-285,x sib,14K,31,16,2
1767,LANGEBIO, ,AL/JL,HI73,UNISEM21A_465,x sib,HI73-083,x sib,14K,31,17,1
1768,LANGEBIO, ,AL/JL,HI93,UNISEM21A_838,x sib,HI93-197,x sib,14K,31,18,2
1769,LANGEBIO, ,AL/JL,HI79,UNISEM21A_115,x sib,HI79-112,x sib,14K,31,19,1
1770,LANGEBIO, ,AL/JL,HI73,UNISEM21A_616,x sib,HI73-220,x sib,14K,31,20,1
1771,LANGEBIO, ,AL/JL,HI79,UNISEM21A_132,x sib,HI79-129,x sib,14K,31,21,2
1772,LANGEBIO, ,AL/JL,HI93,UNISEM21A_838,x sib,HI93-197,x sib,14K,31,22,2
1773,LANGEBIO, ,AL/JL,HI73,UNISEM21A_571,x sib,HI73-181,x sib,14K,31,23,2
1774,LANGEBIO, ,AL/JL,HI93,UNISEM21A_953,x sib,HI93-309,x sib,14K,31,24,2
1775,LANGEBIO, ,AL/JL,HI79,UNISEM21A_147,x sib,HI79-143,x sib,14K,31,25,1
1776,LANGEBIO, ,AL/JL,HI79,UNISEM21A_247,x sib,HI79-240,x sib,14K,32,25,1
1777,LANGEBIO, ,AL/JL,HI79,UNISEM21A_305,x sib,HI79-297,x sib,14K,32,24,1
1778,LANGEBIO, ,AL/JL,HI73,UNISEM21A_395,x sib,HI73-013,x sib,14K,32,23,1
1779,LANGEBIO, ,AL/JL,HI79,UNISEM21A_101,x sib,HI79-098,x sib,14K,32,22,1
1780,LANGEBIO, ,AL/JL,HI73,UNISEM21A_643,x sib,HI73-246,x sib,14K,32,21,2
1781,LANGEBIO, ,AL/JL,HI79,UNISEM21A_156,x sib,HI79-152,x sib,14K,32,20,1
1782,LANGEBIO, ,AL/JL,HI93,UNISEM21A_730,x sib,HI93-092,x sib,14K,32,19,1
1783,LANGEBIO, ,AL/JL,HI79,UNISEM21A_236,x sib,HI79-229,x sib,14K,32,18,2
1784,LANGEBIO, ,AL/JL,HI93,UNISEM21A_868,x sib,HI93-227,x sib,14K,32,17,1
1785,LANGEBIO, ,AL/JL,HI79,UNISEM21A_126,x sib,HI79-123,x sib,14K,32,16,1
1786,LANGEBIO, ,AL/JL,HI93,UNISEM21A_720,x sib,HI93-082,x sib,14K,32,15,1
1787,LANGEBIO, ,AL/JL,HI79,UNISEM21A_46,x sib,HI79-043,x sib,14K,32,14,2
1788,LANGEBIO, ,AL/JL,HI79,UNISEM21A_52,x sib,HI79-049,x sib,14K,32,13,1
1789,LANGEBIO, ,AL/JL,HI79,UNISEM21A_99,x sib,HI79-096,x sib,14K,32,12,1
1790,LANGEBIO, ,AL/JL,HI93,UNISEM21A_909,x sib,HI93-265,x sib,14K,32,11,1
1791,LANGEBIO, ,AL/JL,HI73,UNISEM21A_419,x sib,HI73-037,x sib,14K,32,10,1
1792,LANGEBIO, ,AL/JL,HI73,UNISEM21A_445,x sib,HI73-063,x sib,14K,32,9,2
1793,LANGEBIO, ,AL/JL,HI73,UNISEM21A_503,x sib,HI73-119,x sib,14K,32,8,2
1794,LANGEBIO, ,AL/JL,HI79,UNISEM21A_290,x sib,HI79-282,x sib,14K,32,7,2
1795,LANGEBIO, ,AL/JL,HI93,UNISEM21A_774,x sib,HI93-136,x sib,14K,32,6,2
1796,LANGEBIO, ,AL/JL,HI73,UNISEM21A_543,x sib,HI73-156,x sib,14K,32,5,2
1797,LANGEBIO, ,AL/JL,HI73,UNISEM21A_676,x sib,HI73-276,x sib,14K,32,4,1
1798,LANGEBIO, ,AL/JL,HI79,UNISEM21A_282,x sib,HI79-274,x sib,14K,32,3,1
1799,LANGEBIO, ,AL/JL,HI73,UNISEM21A_531,x sib,HI73-145,x sib,14K,32,2,1
1800,LANGEBIO, ,AL/JL,HI79,UNISEM21A_199,x sib,HI79-195,x sib,14K,32,1,2
1801,LANGEBIO, ,AL/JL,HI73,UNISEM21A_391,x sib,HI73-009,x sib,14K,33,1,1
1802,LANGEBIO, ,AL/JL,HI79,UNISEM21A_265,x sib,HI79-257,x sib,14K,33,2,1
1803,LANGEBIO, ,AL/JL,HI79,UNISEM21A_169,x sib,HI79-165,x sib,14K,33,3,2
1804,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,33,4,50
1805,LANGEBIO, ,AL/JL,HI73,UNISEM21A_582,x sib,HI73-190,x sib,14K,33,5,1
1806,LANGEBIO, ,AL/JL,HI79,UNISEM21A_203,x sib,HI79-199,x sib,14K,33,6,1
1807,LANGEBIO, ,AL/JL,HI73,UNISEM21A_571,x sib,HI73-181,x sib,14K,33,7,2
1808,LANGEBIO, ,AL/JL,HI79,UNISEM21A_144,x sib,HI79-140,x sib,14K,33,8,1
1809,LANGEBIO, ,AL/JL,HI93,UNISEM21A_849,x sib,HI93-208,x sib,14K,33,9,2
1810,LANGEBIO, ,AL/JL,HI73,UNISEM21A_637,x sib,HI73-240,x sib,14K,33,10,1
1811,LANGEBIO, ,AL/JL,HI79,UNISEM21A_369,x sib,HI79-360,x sib,14K,33,11,2
1812,LANGEBIO, ,AL/JL,HI73,UNISEM21A_529,x sib,HI73-143,x sib,14K,33,12,1
1813,LANGEBIO, ,AL/JL,HI79,UNISEM21A_186,x sib,HI79-182,x sib,14K,33,13,2
1814,LANGEBIO, ,AL/JL,HI79,UNISEM21A_259,x sib,HI79-251,x sib,14K,33,14,1
1815,LANGEBIO, ,AL/JL,HI79,UNISEM21A_116,x sib,HI79-113,x sib,14K,33,15,1
1816,LANGEBIO, ,AL/JL,HI73,UNISEM21A_659,x sib,HI73-262,x sib,14K,33,16,1
1817,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1019,x sib,HI93-019,x sib,14K,33,17,1
1818,LANGEBIO, ,AL/JL,HI79,UNISEM21A_133,x sib,HI79-130,x sib,14K,33,18,2
1819,LANGEBIO, ,AL/JL,HI73,UNISEM21A_425,x sib,HI73-043,x sib,14K,33,19,2
1820,LANGEBIO, ,AL/JL,HI73,UNISEM21A_467,x sib,HI73-085,x sib,14K,33,20,2
1821,LANGEBIO, ,AL/JL,HI73,UNISEM21A_411,x sib,HI73-029,x sib,14K,33,21,2
1822,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1035,x sib,HI93-035,x sib,14K,33,22,1
1823,LANGEBIO, ,AL/JL,HI93,UNISEM21A_703,x sib,HI93-066,x sib,14K,33,23,1
1824,LANGEBIO, ,AL/JL,HI79,UNISEM21A_218,x sib,HI79-214,x sib,14K,33,24,1
1825,LANGEBIO, ,AL/JL,HI93,UNISEM21A_746,x sib,HI93-108,x sib,14K,33,25,1
1826,LANGEBIO, ,AL/JL,HI79,UNISEM21A_292,x sib,HI79-284,x sib,14K,34,25,1
1827,LANGEBIO, ,AL/JL,HI73,UNISEM21A_567,x sib,HI73-178,x sib,14K,34,24,1
1828,LANGEBIO, ,AL/JL,HI73,UNISEM21A_405,x sib,HI73-023,x sib,14K,34,23,2
1829,LANGEBIO, ,AL/JL,HI73,UNISEM21A_566,x sib,HI73-177,x sib,14K,34,22,2
1830,LANGEBIO, ,AL/JL,HI73,UNISEM21A_478,x sib,HI73-095,x sib,14K,34,21,2
1831,LANGEBIO, ,AL/JL,HI79,UNISEM21A_343,x sib,HI79-335,x sib,14K,34,20,1
1832,LANGEBIO, ,AL/JL,HI79,UNISEM21A_252,x sib,HI79-244,x sib,14K,34,19,1
1833,LANGEBIO, ,AL/JL,HI79,UNISEM21A_65,x sib,HI79-062,x sib,14K,34,18,1
1834,LANGEBIO, ,AL/JL,HI93,UNISEM21A_874,x sib,HI93-233,x sib,14K,34,17,1
1835,LANGEBIO, ,AL/JL,HI79,UNISEM21A_209,x sib,HI79-205,x sib,14K,34,16,1
1836,LANGEBIO, ,AL/JL,HI79,UNISEM21A_49,x sib,HI79-046,x sib,14K,34,15,2
1837,LANGEBIO, ,AL/JL,HI79,UNISEM21A_240,x sib,HI79-233,x sib,14K,34,14,2
1838,LANGEBIO, ,AL/JL,HI79,UNISEM21A_70,x sib,HI79-067,x sib,14K,34,13,1
1839,LANGEBIO, ,AL/JL,HI93,UNISEM21A_950,x sib,HI93-306,x sib,14K,34,12,1
1840,LANGEBIO, ,AL/JL,HI93,UNISEM21A_698,x sib,HI93-061,x sib,14K,34,11,2
1841,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1026,x sib,HI93-026,x sib,14K,34,10,2
1842,LANGEBIO, ,AL/JL,HI79,UNISEM21A_211,x sib,HI79-207,x sib,14K,34,9,1
1843,LANGEBIO, ,AL/JL,HI73,UNISEM21A_439,x sib,HI73-057,x sib,14K,34,8,1
1844,LANGEBIO, ,AL/JL,HI93,UNISEM21A_905,x sib,HI93-261,x sib,14K,34,7,1
1845,LANGEBIO, ,AL/JL,HI93,UNISEM21A_707,x sib,HI93-070,x sib,14K,34,6,2
1846,LANGEBIO, ,AL/JL,HI73,UNISEM21A_572,x sib,HI73-182,x sib,14K,34,5,2
1847,LANGEBIO, ,AL/JL,HI79,UNISEM21A_150,x sib,HI79-146,x sib,14K,34,4,2
1848,LANGEBIO, ,AL/JL,HI73,UNISEM21A_488,x sib,HI73-105,x sib,14K,34,3,2
1849,LANGEBIO, ,AL/JL,HI79,UNISEM21A_96,x sib,HI79-093,x sib,14K,34,2,1
1850,LANGEBIO, ,AL/JL,HI79,UNISEM21A_5,x sib,HI79-005,x sib,14K,34,1,1
1851,LANGEBIO, ,AL/JL,HI79,UNISEM21A_374,x sib,HI79-365,x sib,14K,35,1,1
1852,LANGEBIO, ,AL/JL,HI73,UNISEM21A_521,x sib,HI73-136,x sib,14K,35,2,1
1853,LANGEBIO, ,AL/JL,HI93,UNISEM21A_884,x sib,HI93-242,x sib,14K,35,3,1
1854,LANGEBIO, ,AL/JL,HI79,UNISEM21A_381,x sib,HI79-372,x sib,14K,35,4,2
1855,LANGEBIO, ,AL/JL,HI93,UNISEM21A_822,x sib,HI93-181,x sib,14K,35,5,1
1856,LANGEBIO, ,AL/JL,HI79,UNISEM21A_88,x sib,HI79-085,x sib,14K,35,6,2
1857,LANGEBIO, ,AL/JL,HI93,UNISEM21A_767,x sib,HI93-129,x sib,14K,35,7,1
1858,LANGEBIO, ,AL/JL,HI79,UNISEM21A_326,x sib,HI79-318,x sib,14K,35,8,2
1859,LANGEBIO, ,AL/JL,HI93,UNISEM21A_800,x sib,HI93-160,x sib,14K,35,9,2
1860,LANGEBIO, ,AL/JL,HI93,UNISEM21A_960,x sib,HI93-316,x sib,14K,35,10,2
1861,LANGEBIO, ,AL/JL,HI79,UNISEM21A_242,x sib,HI79-235,x sib,14K,35,11,2
1862,LANGEBIO, ,AL/JL,HI93,UNISEM21A_858,x sib,HI93-217,x sib,14K,35,12,2
1863,LANGEBIO, ,AL/JL,HI73,UNISEM21A_586,x sib,HI73-194,x sib,14K,35,13,1
1864,LANGEBIO, ,AL/JL,HI79,UNISEM21A_255,x sib,HI79-247,x sib,14K,35,14,1
1865,LANGEBIO, ,AL/JL,HI93,UNISEM21A_737,x sib,HI93-099,x sib,14K,35,15,1
1866,LANGEBIO, ,AL/JL,HI93,UNISEM21A_728,x sib,HI93-090,x sib,14K,35,16,1
1867,LANGEBIO, ,AL/JL,HI73,UNISEM21A_450,x sib,HI73-068,x sib,14K,35,17,1
1868,LANGEBIO, ,AL/JL,HI73,UNISEM21A_641,x sib,HI73-244,x sib,14K,35,18,1
1869,LANGEBIO, ,AL/JL,HI79,UNISEM21A_92,x sib,HI79-089,x sib,14K,35,19,1
1870,LANGEBIO, ,AL/JL,HI79,UNISEM21A_80,x sib,HI79-077,x sib,14K,35,20,1
1871,LANGEBIO, ,AL/JL,HI73,UNISEM21A_590,x sib,HI73-198,x sib,14K,35,21,2
1872,LANGEBIO, ,AL/JL,HI73,UNISEM21A_630,x sib,HI73-233,x sib,14K,35,22,1
1873,LANGEBIO, ,AL/JL,HI73,UNISEM21A_498,x sib,HI73-115,x sib,14K,35,23,1
1874,LANGEBIO, ,AL/JL,HI79,UNISEM21A_340,x sib,HI79-332,x sib,14K,35,24,2
1875,LANGEBIO, ,AL/JL,HI79,UNISEM21A_119,x sib,HI79-116,x sib,14K,35,25,2
1876,LANGEBIO, ,AL/JL,HI93,UNISEM21A_699,x sib,HI93-062,x sib,14K,36,25,2
1877,LANGEBIO, ,AL/JL,HI79,UNISEM21A_110,x sib,HI79-107,x sib,14K,36,24,1
1878,LANGEBIO, ,AL/JL,HI73,UNISEM21A_453,x sib,HI73-071,x sib,14K,36,23,2
1879,LANGEBIO, ,AL/JL,HI73,UNISEM21A_626,x sib,HI73-229,x sib,14K,36,22,2
1880,LANGEBIO, ,AL/JL,HI79,UNISEM21A_306,x sib,HI79-298,x sib,14K,36,21,1
1881,LANGEBIO, ,AL/JL,HI93,UNISEM21A_762,x sib,HI93-124,x sib,14K,36,20,1
1882,LANGEBIO, ,AL/JL,HI93,UNISEM21A_894,x sib,HI93-250,x sib,14K,36,19,2
1883,LANGEBIO, ,AL/JL,HI79,UNISEM21A_258,x sib,HI79-250,x sib,14K,36,18,1
1884,LANGEBIO, ,AL/JL,HI79,UNISEM21A_242,x sib,HI79-235,x sib,14K,36,17,2
1885,LANGEBIO, ,AL/JL,HI79,UNISEM21A_359,x sib,HI79-350,x sib,14K,36,16,1
1886,LANGEBIO, ,AL/JL,HI73,UNISEM21A_573,x sib,HI73-183,x sib,14K,36,15,1
1887,LANGEBIO, ,AL/JL,HI73,UNISEM21A_640,x sib,HI73-243,x sib,14K,36,14,2
1888,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,36,13,50
1889,LANGEBIO, ,AL/JL,HI79,UNISEM21A_53,x sib,HI79-050,x sib,14K,36,12,1
1890,LANGEBIO, ,AL/JL,HI73,UNISEM21A_583,x sib,HI73-191,x sib,14K,36,11,2
1891,LANGEBIO, ,AL/JL,HI93,UNISEM21A_835,x sib,HI93-194,x sib,14K,36,10,2
1892,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,36,9,50
1893,LANGEBIO, ,AL/JL,HI73,UNISEM21A_412,x sib,HI73-030,x sib,14K,36,8,2
1894,LANGEBIO, ,AL/JL,HI93,UNISEM21A_715,x sib,HI93-077,x sib,14K,36,7,2
1895,LANGEBIO, ,AL/JL,HI93,UNISEM21A_860,x sib,HI93-219,x sib,14K,36,6,1
1896,LANGEBIO, ,AL/JL,HI73,UNISEM21A_394,x sib,HI73-012,x sib,14K,36,5,2
1897,LANGEBIO, ,AL/JL,HI79,UNISEM21A_114,x sib,HI79-111,x sib,14K,36,4,1
1898,LANGEBIO, ,AL/JL,HI73,UNISEM21A_611,x sib,HI73-216,x sib,14K,36,3,1
1899,LANGEBIO, ,AL/JL,HI79,UNISEM21A_297,x sib,HI79-289,x sib,14K,36,2,1
1900,LANGEBIO, ,AL/JL,HI73,UNISEM21A_426,x sib,HI73-044,x sib,14K,36,1,2
1901,LANGEBIO, ,AL/JL,HI73,UNISEM21A_455,x sib,HI73-073,x sib,14K,37,1,1
1902,LANGEBIO, ,AL/JL,HI73,UNISEM21A_516,x sib,HI73-131,x sib,14K,37,2,2
1903,LANGEBIO, ,AL/JL,HI79,UNISEM21A_261,x sib,HI79-253,x sib,14K,37,3,1
1904,LANGEBIO, ,AL/JL,HI79,UNISEM21A_89,x sib,HI79-086,x sib,14K,37,4,2
1905,LANGEBIO, ,AL/JL,HI93,UNISEM21A_879,x sib,HI93-238,x sib,14K,37,5,1
1906,LANGEBIO, ,AL/JL,HI73,UNISEM21A_422,x sib,HI73-040,x sib,14K,37,6,2
1907,LANGEBIO, ,AL/JL,HI79,UNISEM21A_16,x sib,HI79-014,x sib,14K,37,7,1
1908,LANGEBIO, ,AL/JL,HI79,UNISEM21A_355,x sib,HI79-346,x sib,14K,37,8,2
1909,LANGEBIO, ,AL/JL,HI79,UNISEM21A_98,x sib,HI79-095,x sib,14K,37,9,2
1910,LANGEBIO, ,AL/JL,HI93,UNISEM21A_928,x sib,HI93-284,x sib,14K,37,10,2
1911,LANGEBIO, ,AL/JL,HI73,UNISEM21A_464,x sib,HI73-082,x sib,14K,37,11,1
1912,LANGEBIO, ,AL/JL,HI93,UNISEM21A_926,x sib,HI93-282,x sib,14K,37,12,1
1913,LANGEBIO, ,AL/JL,HI73,UNISEM21A_549,x sib,HI73-162,x sib,14K,37,13,2
1914,LANGEBIO, ,AL/JL,HI73,UNISEM21A_519,x sib,HI73-134,x sib,14K,37,14,2
1915,LANGEBIO, ,AL/JL,HI73,UNISEM21A_528,x sib,HI73-142,x sib,14K,37,15,2
1916,LANGEBIO, ,AL/JL,HI73,UNISEM21A_599,x sib,HI73-206,x sib,14K,37,16,1
1917,LANGEBIO, ,AL/JL,HI73,UNISEM21A_440,x sib,HI73-058,x sib,14K,37,17,2
1918,LANGEBIO, ,AL/JL,HI79,UNISEM21A_57,x sib,HI79-054,x sib,14K,37,18,1
1919,LANGEBIO, ,AL/JL,HI73,UNISEM21A_583,x sib,HI73-191,x sib,14K,37,19,2
1920,LANGEBIO, ,AL/JL,HI73,UNISEM21A_643,x sib,HI73-246,x sib,14K,37,20,2
1921,LANGEBIO, ,AL/JL,HI93,UNISEM21A_943,x sib,HI93-299,x sib,14K,37,21,1
1922,LANGEBIO, ,AL/JL,HI73,UNISEM21A_597,x sib,HI73-204,x sib,14K,37,22,1
1923,LANGEBIO, ,AL/JL,HI79,UNISEM21A_59,x sib,HI79-056,x sib,14K,37,23,2
1924,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1028,x sib,HI93-028,x sib,14K,37,24,2
1925,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,37,25,50
1926,LANGEBIO, ,AL/JL,HI73,UNISEM21A_657,x sib,HI73-260,x sib,14K,38,25,2
1927,LANGEBIO, ,AL/JL,HI79,UNISEM21A_233,x sib,HI79-226,x sib,14K,38,24,1
1928,LANGEBIO, ,AL/JL,HI79,UNISEM21A_217,x sib,HI79-213,x sib,14K,38,23,1
1929,LANGEBIO, ,AL/JL,HI79,UNISEM21A_167,x sib,HI79-163,x sib,14K,38,22,1
1930,LANGEBIO, ,AL/JL,HI79,UNISEM21A_340,x sib,HI79-332,x sib,14K,38,21,2
1931,LANGEBIO, ,AL/JL,HI73,UNISEM21A_495,x sib,HI73-112,x sib,14K,38,20,1
1932,LANGEBIO, ,AL/JL,HI93,UNISEM21A_733,x sib,HI93-095,x sib,14K,38,19,1
1933,LANGEBIO, ,AL/JL,HI79,UNISEM21A_257,x sib,HI79-249,x sib,14K,38,18,1
1934,LANGEBIO, ,AL/JL,HI93,UNISEM21A_789,x sib,HI93-151,x sib,14K,38,17,1
1935,LANGEBIO, ,AL/JL,HI79,UNISEM21A_162,x sib,HI79-158,x sib,14K,38,16,1
1936,LANGEBIO, ,AL/JL,HI73,UNISEM21A_432,x sib,HI73-050,x sib,14K,38,15,2
1937,LANGEBIO, ,AL/JL,HI79,UNISEM21A_178,x sib,HI79-174,x sib,14K,38,14,1
1938,LANGEBIO, ,AL/JL,HI93,UNISEM21A_975,x sib,HI93-330,x sib,14K,38,13,2
1939,LANGEBIO, ,AL/JL,HI79,UNISEM21A_290,x sib,HI79-282,x sib,14K,38,12,2
1940,LANGEBIO, ,AL/JL,HI93,UNISEM21A_955,x sib,HI93-311,x sib,14K,38,11,2
1941,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,38,10,50
1942,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1005,x sib,HI93-006,x sib,14K,38,9,2
1943,LANGEBIO, ,AL/JL,HI79,UNISEM21A_256,x sib,HI79-248,x sib,14K,38,8,1
1944,LANGEBIO, ,AL/JL,HI79,UNISEM21A_14,x sib,HI79-012,x sib,14K,38,7,1
1945,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1013,x sib,HI93-014,x sib,14K,38,6,1
1946,LANGEBIO, ,AL/JL,HI93,UNISEM21A_766,x sib,HI93-128,x sib,14K,38,5,2
1947,LANGEBIO, ,AL/JL,HI79,UNISEM21A_325,x sib,HI79-317,x sib,14K,38,4,1
1948,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,38,3,50
1949,LANGEBIO, ,AL/JL,HI93,UNISEM21A_911,x sib,HI93-267,x sib,14K,38,2,2
1950,LANGEBIO, ,AL/JL,HI79,UNISEM21A_227,x sib,HI79-221,x sib,14K,38,1,2
1951,LANGEBIO, ,AL/JL,HI79,UNISEM21A_296,x sib,HI79-288,x sib,14K,39,1,1
1952,LANGEBIO, ,AL/JL,HI79,UNISEM21A_117,x sib,HI79-114,x sib,14K,39,2,1
1953,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,39,3,50
1954,LANGEBIO, ,AL/JL,HI73,UNISEM21A_387,x sib,HI73-005,x sib,14K,39,4,2
1955,LANGEBIO, ,AL/JL,HI79,UNISEM21A_236,x sib,HI79-229,x sib,14K,39,5,2
1956,LANGEBIO, ,AL/JL,HI79,UNISEM21A_158,x sib,HI79-154,x sib,14K,39,6,1
1957,LANGEBIO, ,AL/JL,HI93,UNISEM21A_764,x sib,HI93-126,x sib,14K,39,7,2
1958,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,39,8,50
1959,LANGEBIO, ,AL/JL,HI93,UNISEM21A_856,x sib,HI93-215,x sib,14K,39,9,1
1960,LANGEBIO, ,AL/JL,HI73,UNISEM21A_508,x sib,HI73-124,x sib,14K,39,10,2
1961,LANGEBIO, ,AL/JL,HI93,UNISEM21A_809,x sib,HI93-168,x sib,14K,39,11,1
1962,LANGEBIO, ,AL/JL,HI93,UNISEM21A_831,x sib,HI93-190,x sib,14K,39,12,2
1963,LANGEBIO, ,AL/JL,HI73,UNISEM21A_473,x sib,HI73-091,x sib,14K,39,13,1
1964,LANGEBIO, ,AL/JL,HI79,UNISEM21A_248,x sib,HI79-241,x sib,14K,39,14,1
1965,LANGEBIO, ,AL/JL,HI73,UNISEM21A_528,x sib,HI73-142,x sib,14K,39,15,2
1966,LANGEBIO, ,AL/JL,HI79,UNISEM21A_196,x sib,HI79-192,x sib,14K,39,16,2
1967,LANGEBIO, ,AL/JL,HI93,UNISEM21A_724,x sib,HI93-086,x sib,14K,39,17,1
1968,LANGEBIO, ,AL/JL,HI73,UNISEM21A_533,x sib,HI73-147,x sib,14K,39,18,2
1969,LANGEBIO, ,AL/JL,HI73,UNISEM21A_549,x sib,HI73-162,x sib,14K,39,19,2
1970,LANGEBIO, ,AL/JL,HI93,UNISEM21A_916,x sib,HI93-272,x sib,14K,39,20,2
1971,LANGEBIO, ,AL/JL,HI73,UNISEM21A_666,x sib,HI73-268,x sib,14K,39,21,1
1972,LANGEBIO, ,AL/JL,HI79,UNISEM21A_130,x sib,HI79-127,x sib,14K,39,22,1
1973,LANGEBIO, ,AL/JL,HI93,UNISEM21A_727,x sib,HI93-089,x sib,14K,39,23,1
1974,LANGEBIO, ,AL/JL,HI79,UNISEM21A_81,x sib,HI79-078,x sib,14K,39,24,1
1975,LANGEBIO, ,AL/JL,HI93,UNISEM21A_916,x sib,HI93-272,x sib,14K,39,25,2
1976,LANGEBIO, ,AL/JL,HI93,UNISEM21A_744,x sib,HI93-106,x sib,14K,40,25,1
1977,LANGEBIO, ,AL/JL,HI73,UNISEM21A_503,x sib,HI73-119,x sib,14K,40,24,2
1978,LANGEBIO, ,AL/JL,HI79,UNISEM21A_64,x sib,HI79-061,x sib,14K,40,23,1
1979,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1027,x sib,HI93-027,x sib,14K,40,22,2
1980,LANGEBIO, ,AL/JL,HI79,UNISEM21A_61,x sib,HI79-058,x sib,14K,40,21,1
1981,LANGEBIO, ,AL/JL,HI93,UNISEM21A_786,x sib,HI93-148,x sib,14K,40,20,1
1982,LANGEBIO, ,AL/JL,HI79,UNISEM21A_133,x sib,HI79-130,x sib,14K,40,19,2
1983,LANGEBIO, ,AL/JL,HI73,UNISEM21A_603,x sib,HI73-210,x sib,14K,40,18,1
1984,LANGEBIO, ,AL/JL,HI93,UNISEM21A_922,x sib,HI93-278,x sib,14K,40,17,1
1985,LANGEBIO, ,AL/JL,HI93,UNISEM21A_862,x sib,HI93-221,x sib,14K,40,16,1
1986,LANGEBIO, ,AL/JL,HI93,UNISEM21A_872,x sib,HI93-231,x sib,14K,40,15,2
1987,LANGEBIO, ,AL/JL,HI79,UNISEM21A_8,x sib,HI79-008,x sib,14K,40,14,1
1988,LANGEBIO, ,AL/JL,HI79,UNISEM21A_227,x sib,HI79-221,x sib,14K,40,13,2
1989,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1040,x sib,HI93-040,x sib,14K,40,12,1
1990,LANGEBIO, ,AL/JL,HI93,UNISEM21A_725,x sib,HI93-087,x sib,14K,40,11,2
1991,LANGEBIO, ,AL/JL,HI79,UNISEM21A_301,x sib,HI79-293,x sib,14K,40,10,1
1992,LANGEBIO, ,AL/JL,HI93,UNISEM21A_685,x sib,HI93-048,x sib,14K,40,9,1
1993,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,40,8,50
1994,LANGEBIO, ,AL/JL,HI79,UNISEM21A_176,x sib,HI79-172,x sib,14K,40,7,1
1995,LANGEBIO, ,AL/JL,HI79,UNISEM21A_279,x sib,HI79-271,x sib,14K,40,6,1
1996,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,40,5,50
1997,LANGEBIO, ,AL/JL,HI79,UNISEM21A_361,x sib,HI79-352,x sib,14K,40,4,1
1998,LANGEBIO, ,AL/JL,HI93,UNISEM21A_844,x sib,HI93-203,x sib,14K,40,3,2
1999,LANGEBIO, ,AL/JL,HI79,UNISEM21A_48,x sib,HI79-045,x sib,14K,40,2,2
2000,LANGEBIO, ,AL/JL,HI73,UNISEM21A_671,x sib,HI73-273,x sib,14K,40,1,1
